"location_fips_code","location_name","location_type","population","state","county","metro"
"36220","Odessa, TX","Metro",162300,"","","Odessa, TX"
"48135","Ector County, TX","County",162300,"Texas","Ector County","Odessa, TX"
"45035","Dorchester County, SC","County",162139,"South Carolina","Dorchester County","Charleston-North Charleston, SC"
"18081","Johnson County, IN","County",161952,"Indiana","Johnson County","Indianapolis-Carmel-Anderson, IN"
"14020","Bloomington, IN","Metro",161426,"","","Bloomington, IN"
"0633000","Hayward, CA","City",160602,"California","Alameda County","San Francisco-Oakland-Berkeley, CA"
"12085","Martin County, FL","County",159399,"Florida","Martin County","Port St. Lucie, FL"
"27145","Stearns County, MN","County",158622,"Minnesota","Stearns County","St. Cloud, MN"
"0616350","Corona, CA","City",158346,"California","Riverside County","Riverside-San Bernardino-Ontario, CA"
"51179","Stafford County, VA","County",157606,"Virginia","Stafford County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"5101000","Alexandria, VA","City",157594,"Virginia","Alexandria city","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"51510","Alexandria County, VA","County",157594,"Virginia","Alexandria city","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"13073","Columbia County, GA","County",156921,"Georgia","Columbia County","Augusta-Richmond County, GA-SC"
"40017","Canadian County, OK","County",156681,"Oklahoma","Canadian County","Oklahoma City, OK"
"13021","Bibb County, GA","County",156554,"Georgia","Bibb County","Macon-Bibb County, GA"
"0843000","Lakewood, CO","City",156149,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO"
"2036000","Kansas City, KS","City",155438,"Kansas","Wyandotte County","Kansas City, MO-KS"
"0677000","Sunnyvale, CA","City",154573,"California","Santa Clara County","San Jose-Sunnyvale-Santa Clara, CA"
"42140","Santa Fe, NM","Metro",154481,"","","Santa Fe, NM"
"35049","Santa Fe County, NM","County",154481,"New Mexico","Santa Fe County","Santa Fe, NM"
"4839148","Killeen, TX","City",153708,"Texas","Bell County","Killeen-Temple, TX"
"4751560","Murfreesboro, TN","City",153487,"Tennessee","Rutherford County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"2836000","Jackson, MS","City",153271,"Mississippi","Hinds County","Jackson, MS"
"1232000","Hollywood, FL","City",152764,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"27139","Scott County, MN","County",151347,"Minnesota","Scott County","Minneapolis-St. Paul-Bloomington, MN-WI"
"48367","Parker County, TX","County",151188,"Texas","Parker County","Dallas-Fort Worth-Arlington, TX"
"0622804","Escondido, CA","City",151114,"California","San Diego County","San Diego-Chula Vista-Carlsbad, CA"
"4856000","Pasadena, TX","City",150620,"Texas","Harris County","Houston-The Woodlands-Sugar Land, TX"
"5305210","Bellevue, WA","City",150606,"Washington","King County","Seattle-Tacoma-Bellevue, WA"
"4513330","Charleston, SC","City",149960,"South Carolina","Charleston County","Charleston-North Charleston, SC"
"0658072","Pomona, CA","City",149831,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"48257","Kaufman County, TX","County",149773,"Texas","Kaufman County","Dallas-Fort Worth-Arlington, TX"
"4847892","Mesquite, TX","City",149439,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"43580","Sioux City, IA-NE-SD","Metro",149113,"","","Sioux City, IA-NE-SD"
"47189","Wilson County, TN","County",149096,"Tennessee","Wilson County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"1751622","Naperville, IL","City",149089,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI"
"0662938","Roseville, CA","City",148879,"California","Placer County","Sacramento-Roseville-Folsom, CA"
"1369000","Savannah, GA","City",147583,"Georgia","Chatham County","Savannah, GA"
"13077","Coweta County, GA","County",147449,"Georgia","Coweta County","Atlanta-Sandy Springs-Alpharetta, GA"
"37135","Orange County, NC","County",145919,"North Carolina","Orange County","Durham-Chapel Hill, NC"
"0471510","Surprise, AZ","City",145591,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"13097","Douglas County, GA","County",144735,"Georgia","Douglas County","Atlanta-Sandy Springs-Alpharetta, GA"
"22380","Flagstaff, AZ","Metro",144705,"","","Flagstaff, AZ"
"04005","Coconino County, AZ","County",144705,"Arizona","Coconino County","Flagstaff, AZ"
"1225175","Gainesville, FL","City",142414,"Florida","Alachua County","Gainesville, FL"
"0628000","Fullerton, CA","City",142280,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"4819972","Denton, TX","City",142262,"Texas","Denton County","Dallas-Fort Worth-Arlington, TX"
"2052575","Olathe, KS","City",142114,"Kansas","Johnson County","Kansas City, MO-KS"
"0877290","Thornton, CO","City",141799,"Colorado","Adams County","Denver-Aurora-Lakewood, CO"
"51177","Spotsylvania County, VA","County",141097,"Virginia","Spotsylvania County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"4876000","Waco, TX","City",140545,"Texas","McLennan County","Waco, TX"
"39660","Rapid City, SD","Metro",140356,"","","Rapid City, SD"
"18105","Monroe County, IN","County",140065,"Indiana","Monroe County","Bloomington, IN"
"4983470","West Valley City, UT","City",138868,"Utah","Salt Lake County","Salt Lake City, UT"
"0653980","Orange, CA","City",138728,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"0656000","Pasadena, CA","City",137554,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"34900","Napa, CA","Metro",137384,"","","Napa, CA"
"06055","Napa County, CA","County",137384,"California","Napa County","Napa, CA"
"5135000","Hampton, VA","City",137217,"Virginia","Hampton city","Virginia Beach-Norfolk-Newport News, VA-NC"
"51650","Hampton County, VA","County",137217,"Virginia","Hampton city","Virginia Beach-Norfolk-Newport News, VA-NC"
"43300","Sherman-Denison, TX","Metro",137008,"","","Sherman-Denison, TX"
"48181","Grayson County, TX","County",137008,"Texas","Grayson County","Sherman-Denison, TX"
"4516000","Columbia, SC","City",136754,"South Carolina","Richland County","Columbia, SC"
"21015","Boone County, KY","County",136150,"Kentucky","Boone County","Cincinnati, OH-KY-IN"
"47009","Blount County, TN","County",135951,"Tennessee","Blount County","Knoxville, TN"
"0952000","New Haven, CT","City",135736,"Connecticut","New Haven County","New Haven-Milford, CT"
"0973000","Stamford, CT","City",135413,"Connecticut","Fairfield County","Bridgeport-Stamford-Norwalk, CT"
"21227","Warren County, KY","County",135307,"Kentucky","Warren County","Bowling Green, KY"
"5335415","Kent, WA","City",135169,"Washington","King County","Seattle-Tacoma-Bellevue, WA"
"1245975","Miramar, FL","City",135158,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"12980","Battle Creek, MI","Metro",134011,"","","Battle Creek, MI"
"1214400","Coral Springs, FL","City",133801,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"2676460","Sterling Heights, MI","City",133744,"Michigan","Macomb County","Detroit-Warren-Dearborn, MI"
"4848072","Midland, TX","City",132490,"Texas","Midland County","Midland, TX"
"4813024","Carrollton, TX","City",132284,"Texas","Denton County","Dallas-Fort Worth-Arlington, TX"
"39173","Wood County, OH","County",131564,"Ohio","Wood County","Toledo, OH"
"22015","Bossier County, LA","County",128877,"Louisiana","Bossier Parish","Shreveport-Bossier City, LA"
"13059","Clarke County, GA","County",128864,"Georgia","Clarke County","Athens-Clarke County, GA"
"0669084","Santa Clara, CA","City",128058,"California","Santa Clara County","San Jose-Sunnyvale-Santa Clara, CA"
"3825700","Fargo, ND","City",127319,"North Dakota","Cass County","Fargo, ND-MN"
"30020","Lawton, OK","Metro",127314,"","","Lawton, OK"
"1303440","Athens, GA","City",126672,"Georgia","Clarke County","Athens-Clarke County, GA"
"0678582","Thousand Oaks, CA","City",126532,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA"
"0672016","Simi Valley, CA","City",126153,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA"
"43420","Sierra Vista-Douglas, AZ","Metro",125504,"","","Sierra Vista-Douglas, AZ"
